product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
56,Чеснок,6659,776,Овощи,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1996-06-07,2001-01-09,2.51,Out of Stock
57,Слива,4765,515,Фрукты,Отвечает всем современным стандартам качества и безопасности.,2009-04-05,2025-02-11,0.05,Out of Stock
58,Горошек консервированный,1205,752,Бакалея,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",2013-01-04,2020-01-01,2.65,On Backorder
59,Крыжовник,762,402,Фрукты,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2021-02-06,2026-02-16,4.99,Delivered
60,Пироги с мясом,1671,781,Мясо,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2009-10-07,2028-03-16,4.37,Backorder
61,Горох,6448,209,Овощи,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1993-07-20,2006-06-05,0.63,In Stock
62,Варенец,3059,262,Молочные продукты,Способствует улучшению работы пищеварительной системы.,1993-09-08,2010-06-01,4.69,Refunded
63,Куриные бедра,8022,234,Мясо,Придает блюдам особую нежность и насыщенность.,1999-02-03,2005-02-12,0.53,On Backorder
64,Пакеты для детских вещей,1876,565,Товары для дома,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2008-01-22,2028-01-13,1.33,Cancelled
65,Тан,5434,198,Молочные продукты,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",2001-03-03,2004-01-04,0.06,On Backorder
66,Уральская,611,303,Напитки,"Богат кальцием, необходимым для укрепления костей и зубов.",1999-03-03,2030-09-02,0.8,Pending
67,Биточки,2875,47,Мясо,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2013-03-03,2021-04-05,1.0,Temporarily Unavailable
68,Perrier,4236,55,Напитки,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2014-07-08,2027-01-03,2.56,Refunded
69,Тмин молотый,9763,992,Бакалея,Представляет собой ценный источник питательных веществ для растущего организма.,1990-01-08,2012-01-06,2.62,Cancelled
70,Каша из дробленной булгурной крупы,3990,533,Бакалея,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1994-06-14,2000-03-04,2.84,Delivered
71,Ивантеевская,4369,392,Напитки,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2009-01-02,2028-04-09,3.37,Out of Stock
72,Чечевица,2168,452,Овощи,Помогает улучшить когнитивные функции и память.,2002-06-09,2011-01-05,2.14,Out of Stock
73,Каша из дробленной кукурузной крупы,4286,821,Бакалея,Отличается высокой питательностью и способен быстро утолить голод.,1992-03-02,2009-02-02,3.6,Temporarily Unavailable
74,Окра,1559,431,Овощи,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",2014-01-05,2028-01-06,3.91,In Stock
75,Сервелат,5143,570,Мясо,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",2010-09-26,2012-01-13,2.23,Out of Stock
76,Каша из дробленой пшеницы,8457,352,Бакалея,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2016-08-19,2019-02-03,3.4,Pending
77,Сыр,2567,426,Молочные продукты,Прошел проверку на соответствие экологическим нормам и стандартам.,2014-01-07,2016-01-19,4.6,Temporarily Unavailable
78,Ливерная колбаса,146,563,Мясо,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2011-01-04,2021-01-13,3.05,Returned
79,Наволочки,8986,846,Товары для дома,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,1999-02-09,1999-06-13,2.5,Pending
80,Куриные голени,6176,485,Мясо,Отличается высокой степенью очистки и отсутствия посторонних примесей.,1997-05-02,2019-02-01,3.15,Sold
81,Ласси,671,710,Молочные продукты,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2000-02-15,2008-05-11,3.32,Backorder
82,Тан,7809,940,Молочные продукты,Способствует улучшению работы пищеварительной системы.,2013-08-04,2025-03-03,1.04,Pending
83,Голландский сыр,3798,783,Молочные продукты,Прошел сертификацию на соответствие требованиям органических стандартов.,1992-05-04,1999-10-02,3.03,In Stock
84,Голова,1741,143,Мясо,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",1991-10-14,2010-01-02,3.45,Available for Pickup
85,Тостер,8990,838,Товары для дома,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2019-01-07,2025-02-28,2.21,In Stock
86,Миксер,1175,338,Товары для дома,Помогает поддерживать нормальный уровень кислотности желудка.,1993-04-05,2005-03-04,3.12,Awaiting Payment
87,Пакеты для лекарств,5577,30,Товары для дома,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2022-01-11,2026-07-01,1.52,Backorder
88,Пакеты для библиотеки,3536,580,Товары для дома,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2014-04-08,2017-01-10,3.51,New
89,Бамия,8240,468,Овощи,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",1999-02-07,2006-01-07,2.44,Sold
90,Смородина,7523,247,Фрукты,Отличается легкостью в переваривании и усвоении организмом.,2021-01-01,2022-03-03,2.86,Shipping
91,Растительное масло рапсовое,9775,222,Бакалея,"Является источником важных нутриентов, необходимых для роста и развития детей.",2012-02-26,2028-04-02,3.31,Delivered
92,Пирожки с мясом,3077,206,Мясо,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2006-10-10,2012-02-02,3.99,In Stock
93,Сок грейпфрутовый,5012,692,Напитки,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",2011-02-03,2014-01-01,1.72,Shipping
94,Буузы,6101,528,Мясо,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2011-04-07,2027-03-03,1.04,On Backorder
95,Кабачок,6127,277,Овощи,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",1996-02-22,2003-01-01,4.54,Cancelled
96,"Семечки (тыквенные, подсолнечника)",3880,959,Бакалея,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2008-03-02,2009-04-15,3.41,Temporarily Unavailable
97,Пакеты пластиковые,6431,688,Товары для дома,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",1991-05-08,2029-05-03,0.1,Temporarily Unavailable
98,Цветная капуста,5385,525,Овощи,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2021-04-05,2021-05-01,4.86,Delivered
99,Молоко,361,80,Молочные продукты,"Помогает поддерживать нормальный уровень аллицина, вещества, обладающего антибактериальными и противогрибковыми свойствами.",2011-03-07,2025-05-05,4.38,Refunded
100,Укроп,3670,263,Овощи,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",2001-02-19,2019-04-22,2.78,Shipping
101,Увинская жемчужина,1536,262,Напитки,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2003-10-09,2011-03-10,1.49,Awaiting Review
102,Nestea,561,776,Напитки,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",2018-02-18,2023-02-01,1.49,Cancelled
103,Каша из дробленной ржаной крупы,3765,189,Бакалея,Помогает поддерживать здоровый цвет лица и упругость кожи.,2005-01-21,2005-07-10,4.11,On Backorder
104,Морковь,6518,777,Овощи,Отличается хорошим сочетанием с различными специями и приправами.,2019-04-04,2021-02-11,2.51,Delivered
105,Каймак,6075,32,Молочные продукты,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",2019-03-06,2023-01-02,1.45,Delivered
106,Студень,5685,306,Мясо,Отличается высокой степенью очистки и отсутствия посторонних примесей.,2017-07-07,2029-04-01,5.01,Backorder
107,Севастопольская,5882,162,Напитки,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,1997-04-05,2018-02-01,1.22,Pending
108,Ямс,4339,23,Овощи,Способствует улучшению работы пищеварительной системы.,1991-05-08,2026-06-03,4.91,Shipping
109,Пушкинская,6931,940,Напитки,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2009-02-01,2021-02-09,4.25,Pending
